D20.18_BRCA-Her2+	D29.14_Nonspecific	D28.6_UCEC	D29.25_Nonspecific	D28.23_TGCT	D28.16_Nonspecific	D29.10_PRAD	D29.22_SKCM	D28.19_LIHC	D29.27_LUAD	D28.11_BRCA-Chr8qAmp	D29.26_STAD+ESCA(Digestive)	D29.13_GBM+LGG	D27.13_BRCA-Luminal	D29.24_BLCA	D29.9_PCPG	D14.8_KIRC+KIRP(Pan-Kidney)	D21.5_COAD+STAD+ESCA(Pan-GI)	D27.24_BRCA-Basal	D21.12_THCA	D16.12_Pan-Squamous	D28.15_ACC	D29.18_NA	D29.1_NA	D20.2_NA
BRCA_175228	TGCT_61757	CHOL_3466	BRCA_130330	TGCT_69243	MESO_34537	PRAD_20946	SKCM_7475	LIHC_11764	MESO_47804	CHOL_32137	SKCM_8606	LGG_64645	BRCA_198000	BLCA_74911	PCPG_58396	GBM_63324	COAD_110975	GBM_69913	THCA_41306	CESC_29182	ACC_68842	TGCT_16020	PRAD_82198	ESCA_31708
STAD_99383	BRCA_179945	CESC_5181	STAD_73237	CHOL_43905	TGCT_29828	PRAD_12963	SKCM_8761	LIHC_22877	ESCA_90340	TGCT_34572	ESCA_55587	LGG_61584	BRCA_135360	TGCT_62657	PCPG_47866	KIRC_52532	COAD_86603	KIRC_44127	THCA_51996	CESC_42021	MESO_24950	GBM_14445	TGCT_42482	TGCT_13918
STAD_99367	BRCA_183150	CHOL_7288	ESCA_76675	TGCT_47714	GBM_31787	BRCA_124029	SKCM_28983	LIHC_81896	THCA_63093	SKCM_53148	ESCA_83070	CHOL_3822	PCPG_79479	BLCA_13876	PCPG_10271	KIRC_36062	COAD_1421	BRCA_104469	THCA_29238	LUSC_31052	CESC_17786	CESC_11482	ESCA_1796	PCPG_31754
BRCA_176071	TGCT_63246	CHOL_6028	STAD_73230	TGCT_47773	TGCT_29931	PRAD_34188	SKCM_91110	LGG_40288	CESC_38775	TGCT_35837	ESCA_55795	GBM_30694	BRCA_59029	BLCA_2996	PCPG_51311	KIRP_128507	ESCA_52007	BRCA_71881	THCA_86738	CESC_36721	SKCM_34681	CESC_11814	LGG_71969	ACC_11878
STAD_99375	TGCT_62471	GBM_6060	BRCA_132749	CESC_35986	CESC_23457	PRAD_107707	SKCM_77724	LIHC_107659	LUAD_100859	CHOL_31184	STAD_11851	LGG_54898	BRCA_31082	BLCA_19152	PCPG_76332	KIRC_75413	COAD_25965	BRCA_138732	CESC_38352	LUSC_9032	CHOL_21501	TGCT_13918	CESC_1114	CESC_27165
STAD_99372	KIRP_119559	CHOL_5623	SKCM_64860	MESO_50106	TGCT_29038	PRAD_98003	SKCM_13861	LIHC_44160	LUAD_68567	TGCT_36863	ESCA_55719	LGG_59937	BLCA_97758	BLCA_34224	PCPG_69055	KIRC_52525	STAD_46453	BRCA_79514	THCA_66346	CESC_1886	SKCM_32485	BLCA_80743	CESC_139	UCEC_19087
STAD_99251	CESC_47164	CHOL_3128	STAD_73643	TGCT_50274	CESC_24697	PRAD_2077	SKCM_51635	LIHC_63258	LUAD_69965	STAD_53353	ESCA_55722	LGG_72416	BRCA_201224	CESC_34351	GBM_42523	KIRC_46315	COAD_54096	BRCA_71555	THCA_17484	CESC_28565	TGCT_23019	TGCT_15278	CHOL_12563	CESC_12016
STAD_99381	TGCT_62058	CHOL_7293	ESCA_77103	TGCT_47353	TGCT_30412	PRAD_46278	SKCM_21600	LIHC_94318	LUAD_87634	CHOL_31615	ACC_40084	LGG_6306	BRCA_166240	BLCA_7166	PCPG_49307	KIRP_32794	COAD_113267	KIRC_29653	THCA_66386	CESC_36794	CESC_17802	TGCT_14820	CESC_39488	CESC_16732
ESCA_105115	CESC_46854	CHOL_3616	STAD_73626	TGCT_64872	ESCA_51867	PRAD_67539	SKCM_21727	LIHC_13096	TGCT_52347	CHOL_32051	ESCA_55744	LGG_53132	BRCA_45547	CESC_47594	PCPG_21307	KIRP_116937	COAD_82863	THCA_9781	THCA_79634	CESC_28871	ACC_26758	BLCA_11426	MESO_77021	CESC_47890
STAD_99419	BRCA_180032	ESCA_7572	STAD_73149	GBM_49503	KIRC_41100	PRAD_67463	SKCM_37355	LIHC_63623	LUAD_55994	MESO_36132	STAD_46851	LGG_53523	BRCA_176844	BLCA_24	PCPG_84732	KIRC_41140	COAD_76690	UCEC_13495	THCA_72145	CESC_4185	ACC_24440	GBM_33629	CESC_39169	PCPG_51388
STAD_99290	SKCM_87646	CESC_6073	STAD_73639	TGCT_72517	HNSC_40304	PRAD_99867	SKCM_6192	LIHC_30410	LUAD_101805	LGG_40168	ESCA_55497	LGG_16217	BRCA_166014	BLCA_87663	CESC_38033	CHOL_53615	COAD_114663	LUSC_104714	THCA_29231	CESC_13864	MESO_22754	CESC_12105	PCPG_79051	PCPG_75790
BRCA_175417	MESO_65689	CHOL_3803	SKCM_65303	GBM_48985	ESCA_52499	BRCA_163357	SKCM_90359	CHOL_32066	LUAD_35160	SKCM_52426	BRCA_95050	GBM_56889	BRCA_167162	BLCA_97785	PCPG_24424	KIRC_65593	COAD_34124	KIRP_49296	THCA_74329	LUSC_27334	CHOL_21773	LIHC_14986	KIRC_624	ESCA_73929
STAD_99414	LGG_68043	CHOL_3427	ESCA_77253	TGCT_45839	MESO_32608	PRAD_55602	SKCM_87435	LIHC_3758	THCA_7854	LUAD_66835	ACC_40373	LGG_4262	BRCA_203342	BLCA_42928	PCPG_51223	KIRP_30456	COAD_59262	BRCA_78817	THCA_82408	CESC_27993	ACC_60235	BLCA_19007	CESC_28054	KIRC_14823
STAD_99368	TGCT_61912	CHOL_6393	SKCM_64921	TGCT_46668	TGCT_29839	TGCT_19007	SKCM_37038	LIHC_8819	LUAD_100885	LIHC_63570	LUAD_91562	LGG_18780	BRCA_102787	BLCA_104709	PCPG_69679	KIRP_31960	COAD_39909	BRCA_66838	THCA_45200	BLCA_25927	ACC_26057	TGCT_70371	PCPG_62518	CESC_21814
STAD_99261	MESO_66890	CHOL_3579	ESCA_77195	TGCT_48381	GBM_30446	PRAD_85089	SKCM_44669	LIHC_35552	LUAD_100850	ACC_41961	ESCA_55582	LGG_6395	BRCA_101332	BLCA_97070	PCPG_56280	KIRP_95183	CESC_10116	PCPG_70789	THCA_2362	CESC_37013	KIRC_30316	BLCA_81159	CESC_28409	CHOL_17964
BRCA_176103	KIRP_119620	CHOL_7116	STAD_73249	TGCT_32864	GBM_30528	PRAD_4362	SKCM_52808	LIHC_18215	LUAD_69754	LGG_40330	STAD_61592	GBM_30239	BRCA_101346	BLCA_85068	PCPG_65406	KIRP_62705	COAD_94720	BRCA_202258	THCA_8874	HNSC_81045	ACC_69650	GBM_15828	CHOL_48425	TGCT_18890
STAD_99254	TGCT_62610	CHOL_3695	STAD_73167	GBM_49015	TGCT_30277	PRAD_5297	SKCM_2401	LIHC_16643	LIHC_110134	SKCM_53891	ESCA_56830	GBM_45670	COAD_55588	BLCA_87744	CHOL_33706	KIRC_52515	COAD_14239	BRCA_75545	THCA_39161	CESC_13902	ACC_24489	GBM_14699	CHOL_48280	CESC_9905
STAD_99423	LGG_68983	BLCA_6882	SKCM_65055	BLCA_66745	GBM_34765	PRAD_93475	SKCM_83674	LIHC_107674	LUAD_15144	SKCM_52155	ESCA_56727	LGG_10360	BRCA_165210	STAD_100018	CESC_38054	MESO_4656	COAD_121614	UCEC_13186	THCA_38818	BLCA_86135	ACC_80076	BLCA_80223	CESC_40199	CHOL_43279
BRCA_176315	BRCA_178222	CESC_6796	STAD_73201	TGCT_45424	GBM_32142	PRAD_10988	SKCM_1472	LIHC_6518	LUAD_79218	CHOL_31714	ESCA_55524	LGG_16222	BRCA_94152	BLCA_77542	PCPG_43445	KIRC_78994	COAD_97210	BRCA_108116	THCA_49910	ESCA_77195	CHOL_20359	UCEC_43531	CESC_44311	CHOL_18394
STAD_99428	TGCT_61730	CHOL_4123	ESCA_78101	TGCT_61484	TGCT_29895	PRAD_30773	SKCM_44157	LIHC_63511	LUAD_101405	SKCM_50603	ESCA_55742	LGG_19156	BRCA_136597	BLCA_20879	PCPG_46713	KIRP_113156	COAD_110168	COAD_16408	THCA_26228	LUSC_9274	KIRC_29899	CESC_43338	CHOL_36069	LUSC_14287
BRCA_175605	CESC_46535	GBM_8490	STAD_73126	TGCT_48602	ESCA_52319	PRAD_25424	LGG_44412	LIHC_88110	LUAD_39166	SKCM_53541	ESCA_83011	GBM_16080	BRCA_211609	CESC_19848	PCPG_4395	KIRP_11056	CESC_42904	CHOL_60970	MESO_62917	BLCA_11472	CHOL_20899	TGCT_14765	SKCM_17482	CESC_30643
UCEC_87360	BRCA_179054	CHOL_3794	STAD_73250	TGCT_45667	GBM_35769	PRAD_9089	SKCM_9709	LIHC_7049	HNSC_6813	CHOL_32770	ESCA_56580	LGG_35617	STAD_57570	BLCA_97815	PCPG_5283	CHOL_51830	COAD_79316	BRCA_165206	THCA_88265	CESC_52273	MESO_25235	LGG_16780	KIRP_81516	CESC_44621
STAD_99422	KIRP_119629	CHOL_3793	SKCM_64686	TGCT_25182	TGCT_29900	PRAD_92027	SKCM_96011	LIHC_110466	THCA_84375	CHOL_31334	ESCA_118199	LGG_53299	BRCA_95658	BLCA_86690	PCPG_73286	KIRC_15368	COAD_3749	LGG_77435	THCA_57066	CESC_14927	CHOL_21458	BLCA_81755	STAD_69400	STAD_69403
STAD_99634	CESC_46571	CHOL_5721	SKCM_64854	TGCT_46449	ESCA_53146	PRAD_12489	SKCM_50943	LIHC_7568	LUAD_129921	TGCT_35081	CHOL_30421	LGG_15976	BRCA_101333	THCA_78201	PCPG_23004	KIRP_110088	CHOL_12309	UCEC_9505	THCA_76504	HNSC_45265	ACC_72684	GBM_14772	CESC_44284	LIHC_37953
STAD_99417	TGCT_62959	CHOL_3122	CESC_33357	TGCT_47163	PCPG_36404	PRAD_107192	SKCM_41604	KIRC_9759	THCA_12676	CHOL_31504	CHOL_24613	LGG_77391	BLCA_5150	STAD_99903	PCPG_79101	KIRC_10839	COAD_14235	BRCA_192165	THCA_17387	CESC_31313	MESO_24219	SKCM_94991	CESC_56091	PCPG_50177
STAD_99352	KIRP_119560	CHOL_3816	ESCA_77060	TGCT_43327	ESCA_52606	PRAD_43777	CHOL_61136	LIHC_78485	STAD_98416	ESCA_57371	ESCA_55584	LGG_20788	BRCA_201814	STAD_99901	PCPG_15086	KIRC_18907	COAD_77043	BRCA_139834	THCA_77312	CESC_29246	CESC_49185	LGG_63980	LGG_79489	SKCM_18923
STAD_99337	BRCA_178324	CHOL_6702	STAD_73259	BLCA_66732	TGCT_28082	PRAD_74693	SKCM_13238	LIHC_85114	LUAD_101279	LUAD_70606	CHOL_26262	LGG_70069	BRCA_213706	CESC_2776	PCPG_76966	KIRP_127781	COAD_66618	CESC_6857	THCA_69028	GBM_72897	ACC_26299	CHOL_14820	CESC_1436	UCEC_60948
STAD_99269	CESC_46839	UCEC_7634	HNSC_57764	TGCT_46146	GBM_35765	PRAD_85363	SKCM_6673	LIHC_55831	LUAD_110338	TGCT_34383	ESCA_55321	GBM_6666	BRCA_201021	BLCA_1223	PCPG_72729	KIRP_116938	COAD_102858	CESC_3963	THCA_33701	ESCA_63773	ACC_78080	TGCT_14603	CHOL_38602	ACC_86104
STAD_99351	SKCM_88165	BLCA_6823	PRAD_67974	TGCT_14298	TGCT_32143	PRAD_15893	SKCM_26114	LIHC_102022	THCA_7419	TGCT_34360	ESCA_55504	GBM_33963	BRCA_11048	BLCA_90513	PCPG_64816	ACC_33444	COAD_84382	BRCA_77645	THCA_55472	LUSC_28591	TGCT_21138	GBM_15726	LGG_78581	KIRC_23010
STAD_99415	LIHC_103619	CHOL_3215	STAD_73128	TGCT_42015	TGCT_28179	PRAD_81787	SKCM_97662	LIHC_13464	LUAD_13092	MESO_36957	ESCA_55336	LGG_5418	BRCA_204353	BLCA_97562	PCPG_63201	KIRP_55589	COAD_97272	UCEC_4651	THCA_16750	HNSC_11077	KIRC_29766	CESC_11696	LUSC_92095	CESC_15603
STAD_99596	BRCA_181553	CHOL_3106	STAD_73413	TGCT_29697	GBM_35500	PRAD_69735	HNSC_9141	LIHC_67521	LUAD_69233	ESCA_57462	CHOL_23588	LGG_19415	PRAD_66054	BLCA_30492	PCPG_76967	KIRC_28693	COAD_84041	BRCA_132369	THCA_48215	ESCA_77278	PCPG_28996	GBM_33518	KIRC_469	CESC_32113
STAD_99246	BRCA_180157	CHOL_6825	SKCM_65110	TGCT_50383	TGCT_30448	PRAD_42253	SKCM_8393	LIHC_94443	LUAD_101193	BRCA_107239	ESCA_56494	LGG_32558	UCEC_42012	CESC_20803	PCPG_28547	CESC_45810	COAD_76329	BRCA_75579	THCA_71093	CESC_34469	ACC_22888	BLCA_81768	CESC_54605	HNSC_23942
BRCA_176446	MESO_65983	CHOL_3406	ESCA_78035	MESO_51398	GBM_34772	PRAD_19193	SKCM_49984	LIHC_882	LUAD_3558	STAD_58893	ESCA_57020	LGG_28014	PRAD_110442	BLCA_77624	PCPG_49110	KIRP_26256	COAD_11455	UCEC_41889	THCA_72794	LUSC_30751	CESC_18891	BLCA_96454	CESC_31911	CESC_27610
ESCA_105078	BRCA_178744	CESC_5269	STAD_73162	TGCT_69245	ACC_38858	PRAD_84676	SKCM_36833	LIHC_108360	LUAD_104075	SKCM_51330	CHOL_30333	LGG_79149	BRCA_127939	BLCA_88406	PCPG_37082	KIRP_32769	ESCA_55146	GBM_42586	THCA_46601	HNSC_62856	ACC_27320	ACC_70445	TGCT_42347	CHOL_33270
STAD_99413	TGCT_63179	CHOL_4250	STAD_73320	GBM_49441	GBM_31740	PRAD_67536	SKCM_827	LIHC_110962	LUAD_54753	CHOL_32730	ESCA_42898	GBM_7327	BRCA_144528	BLCA_18942	CESC_49758	KIRP_12047	STAD_102026	UCEC_45595	THCA_12397	LUSC_31063	ACC_42583	BLCA_41358	CESC_521	LIHC_24235
STAD_99651	TGCT_61923	CHOL_3159	ESCA_78037	TGCT_45558	HNSC_40732	LGG_42507	SKCM_49033	LIHC_116394	LUAD_130413	TGCT_36152	CHOL_30579	LGG_32045	BRCA_163307	BLCA_97712	PCPG_69617	ACC_17121	COAD_39414	LUSC_104662	THCA_48105	CESC_21982	ACC_61300	TGCT_14482	CESC_40528	MESO_45544
BRCA_176058	TGCT_62552	CHOL_4762	STAD_73217	MESO_51854	UCEC_43465	ACC_39797	SKCM_65521	CHOL_5967	LUAD_101670	TGCT_36186	ACC_40075	GBM_28754	THCA_71600	BLCA_83211	PCPG_67711	KIRC_69606	BLCA_97408	BRCA_105326	THCA_48280	LUSC_28688	SKCM_34768	BRCA_83485	CESC_1924	CHOL_34839
ESCA_105250	TGCT_61947	CHOL_3222	ESCA_77851	TGCT_46679	ESCA_52796	PRAD_2959	SKCM_70827	LIHC_32262	LUAD_69145	SKCM_53868	ESCA_56840	LGG_60254	BRCA_12940	BLCA_97234	PCPG_66590	KIRP_68592	CHOL_60104	CESC_8406	THCA_55108	LUSC_29757	CESC_17803	CESC_11822	CESC_39952	CESC_3359
BRCA_175945	LGG_68985	CHOL_3578	STAD_73269	TGCT_49361	TGCT_28987	PRAD_109394	LGG_27554	LIHC_6447	LUAD_101809	SKCM_53947	ESCA_55487	GBM_62168	BRCA_199182	ESCA_105505	PCPG_62599	KIRP_112115	COAD_78050	LUSC_104664	THCA_82207	CESC_38711	CHOL_21038	PCPG_14426	CESC_1451	CHOL_33680
STAD_99653	KIRP_117659	TGCT_4468	STAD_73534	TGCT_45800	ESCA_52138	PRAD_87185	SKCM_8600	CHOL_9497	LUAD_33965	LUAD_70644	STAD_77736	LGG_29513	BRCA_99325	BLCA_2146	PCPG_13401	KIRC_63082	COAD_115332	CESC_23771	THCA_12311	LUSC_29229	MESO_25093	SKCM_20578	TGCT_17685	CESC_42043
STAD_99268	KIRP_117841	CHOL_3851	SKCM_65192	TGCT_8206	TGCT_32307	PRAD_13869	SKCM_52056	PCPG_6733	CESC_21144	CHOL_31704	ESCA_56535	GBM_14617	PRAD_65585	CESC_4827	PCPG_35606	CHOL_52289	COAD_81311	MESO_7032	THCA_55147	LUSC_51078	ACC_71042	GBM_15667	CHOL_37910	CESC_37708
STAD_99272	LGG_68984	CHOL_3980	STAD_73256	GBM_49519	TGCT_28065	PRAD_87455	SKCM_45920	CHOL_37500	LUAD_100826	LIHC_63353	ESCA_56951	LGG_76725	BRCA_14713	CESC_35859	PCPG_44302	KIRP_118556	CESC_19904	THCA_83941	THCA_68331	CESC_7583	KIRC_29806	CESC_11702	TGCT_70731	CESC_44284
BRCA_176439	TGCT_61914	TGCT_7898	ESCA_78044	TGCT_46995	MESO_30321	PRAD_66900	SKCM_96312	LIHC_109671	LUAD_69810	LUSC_56630	CHOL_30377	LGG_70928	BRCA_84599	BLCA_60941	PCPG_58839	KIRC_53294	COAD_38087	BRCA_105872	THCA_23574	CESC_26492	SKCM_33783	BLCA_81773	LGG_2120	CESC_32714
STAD_99301	BRCA_181941	CHOL_6610	ESCA_77101	PCPG_57480	TGCT_30410	PRAD_79416	SKCM_44232	LIHC_15932	CESC_29828	LIHC_58609	ESCA_56544	LGG_34283	UCEC_42690	CESC_32011	PCPG_65855	CESC_9308	COAD_39301	BRCA_75577	THCA_48942	LUSC_106885	MESO_24385	BLCA_81729	CESC_48533	CESC_16363
BRCA_176291	BRCA_178919	CHOL_4471	SKCM_64424	GBM_49654	GBM_35395	PRAD_82504	SKCM_87779	LIHC_61641	LUAD_73853	CESC_26249	CHOL_7615	LGG_37556	BRCA_203079	THCA_80461	PCPG_61317	KIRP_80706	BLCA_54705	BRCA_101177	THCA_51789	CESC_9430	ACC_25086	CESC_12001	CESC_48757	CHOL_35209
BRCA_176031	TGCT_68867	TGCT_7500	STAD_73199	TGCT_46240	LUSC_52894	PRAD_43034	SKCM_11060	LIHC_103513	MESO_56193	LUAD_65020	ESCA_57036	LGG_16862	BRCA_113508	BLCA_89316	PCPG_70155	HNSC_23541	COAD_86005	CESC_8156	THCA_49323	HNSC_67853	TGCT_22621	CHOL_14697	CESC_289	CHOL_18363
LGG_67248	ESCA_108572	CHOL_5971	STAD_73410	TGCT_5801	GBM_32102	LIHC_652	SKCM_9741	LIHC_83619	LUAD_11062	ACC_43268	CHOL_30395	LGG_14107	PRAD_72999	BLCA_6511	ACC_56981	MESO_50094	STAD_2807	BRCA_103994	THCA_41118	CESC_14431	CESC_17800	CHOL_13989	CESC_53741	CESC_11895
BRCA_176447	KIRP_120064	CHOL_3617	ESCA_78065	TGCT_45610	ESCA_51952	PRAD_16376	SKCM_21728	LIHC_107557	LUAD_69930	SKCM_51975	CHOL_8051	LGG_71457	BRCA_203895	BLCA_20127	PCPG_37315	KIRC_74064	COAD_80755	LUSC_104683	THCA_46374	CESC_14174	SKCM_35033	BLCA_41746	CESC_15621	CESC_52950
TGCT_60891	TGCT_62667	TGCT_7647	STAD_73642	TGCT_45645	GBM_33191	PRAD_94952	SKCM_51768	ACC_11099	LUAD_101614	CHOL_31905	ESCA_56852	LGG_40562	BRCA_150075	STAD_98718	PCPG_76394	KIRP_89883	COAD_107260	LUSC_105989	THCA_16991	CESC_35824	ACC_27227	BLCA_92958	ESCA_816	CHOL_11869
BRCA_175638	SKCM_86396	CHOL_3400	BRCA_132778	MESO_53785	KIRP_62991	PRAD_45380	SKCM_45712	LIHC_116050	CESC_38701	LGG_38590	STAD_121100	LGG_55838	BRCA_86215	BLCA_71701	PCPG_32832	KIRP_118725	COAD_78152	MESO_70320	THCA_83384	LUSC_27609	MESO_23395	CESC_13365	CESC_27172	BLCA_65838
ESCA_105251	KIRP_119904	LIHC_9774	PCPG_51642	TGCT_46267	LGG_35440	PRAD_39808	SKCM_10602	LIHC_30580	LUAD_34779	SKCM_52579	ESCA_55571	LGG_19155	STAD_71608	BLCA_102076	PCPG_76362	KIRP_119261	STAD_43913	LUAD_129140	THCA_38586	CESC_33046	KIRC_83543	TGCT_58782	CESC_1160	SKCM_32071
BRCA_176222	BRCA_180430	TGCT_4675	STAD_73444	TGCT_46022	TGCT_29242	PRAD_56165	SKCM_31761	CHOL_51940	THCA_3316	CHOL_31372	ESCA_55723	LGG_64452	UCEC_82648	BLCA_34161	PCPG_76913	GBM_2992	CHOL_35172	KIRP_49492	THCA_79180	CESC_15006	KIRC_27805	BLCA_19161	CESC_40108	CESC_11822
BRCA_176063	TGCT_61174	LIHC_9579	STAD_73629	CHOL_43734	TGCT_30326	PRAD_43610	SKCM_96347	LIHC_94826	THCA_79825	STAD_57049	ESCA_55577	LGG_72367	THCA_70509	BLCA_86891	PCPG_78976	KIRP_110564	COAD_87091	MESO_75764	THCA_31205	LUSC_30451	CESC_17832	CESC_7443	KIRC_93013	PCPG_61266
BRCA_176271	MESO_66552	CHOL_5207	PCPG_51863	TGCT_45875	HNSC_40800	PRAD_38997	SKCM_24138	LIHC_76897	LUAD_41134	LUAD_65158	CHOL_14281	TGCT_9208	BRCA_194880	BLCA_6846	PCPG_68719	CESC_43454	CHOL_50799	BRCA_184385	THCA_8864	LUSC_31077	CESC_18517	BLCA_18875	CESC_1656	CESC_16532
BRCA_176043	BRCA_178269	CESC_5390	STAD_73103	TGCT_29665	GBM_30529	PRAD_74548	SKCM_37724	LIHC_7590	LUAD_100774	BRCA_101574	ESCA_56837	GBM_32797	BRCA_11300	BLCA_97567	PCPG_76331	ACC_68814	COAD_77146	UCEC_12631	THCA_7873	CESC_13886	ACC_78596	CHOL_15742	CESC_1036	SKCM_20615
BRCA_176443	BRCA_179996	GBM_6465	PCPG_51627	ACC_60197	GBM_33029	PRAD_95539	SKCM_95328	MESO_60067	LUAD_71600	SKCM_50353	ESCA_55800	LGG_59439	CHOL_52435	CESC_14526	PCPG_76538	KIRP_109716	COAD_84141	KIRP_49354	THCA_37772	BLCA_100637	SKCM_35104	BLCA_11530	PCPG_62844	CESC_16636
BRCA_176161	TGCT_62227	CESC_5099	STAD_73271	TGCT_45897	CESC_24748	PRAD_82093	SKCM_16978	LIHC_29956	LUAD_136754	CHOL_32661	ESCA_56851	LGG_48661	BRCA_144007	KIRC_84021	PCPG_48452	KIRC_71708	COAD_44592	KIRC_90544	THCA_32237	CESC_22917	ACC_25895	BLCA_80967	CHOL_42	CESC_3755
STAD_99599	KIRP_119823	CHOL_6289	BLCA_61955	TGCT_46481	TGCT_32551	PRAD_75250	SKCM_72586	LIHC_43240	LUAD_22405	TGCT_35453	CHOL_30365	LGG_57901	BRCA_102781	BLCA_87764	PCPG_9008	KIRP_118535	COAD_15726	BRCA_191376	THCA_53529	CESC_4192	ACC_44828	SKCM_20620	CESC_48911	CESC_37331
BRCA_175195	STAD_103200	UCEC_10710	HNSC_58299	TGCT_68818	TGCT_29792	PRAD_85320	SKCM_24348	LIHC_96826	LUAD_101150	TGCT_34484	ACC_40378	GBM_61611	BRCA_103804	CESC_15066	PCPG_63876	KIRP_130830	COAD_113599	MESO_70325	THCA_61273	CESC_33146	ACC_25112	GBM_14771	LGG_19836	HNSC_72858
ESCA_105082	BRCA_180104	TGCT_7734	ESCA_77373	TGCT_48159	ESCA_51920	PRAD_85832	SKCM_75929	KIRC_28859	CHOL_48004	CHOL_32077	ESCA_55657	LGG_21180	BRCA_45107	CESC_40465	PCPG_65307	MESO_31352	COAD_19957	BRCA_71913	THCA_62129	CESC_15227	ACC_49358	BLCA_81718	MESO_1708	CESC_8934
BRCA_176267	KIRP_119597	TGCT_5581	SKCM_64975	TGCT_49621	GBM_35660	PRAD_45665	MESO_35178	LIHC_40603	CESC_9364	ACC_41186	ACC_39456	LGG_19151	BLCA_33024	BLCA_18808	PCPG_13414	STAD_99046	COAD_49665	CHOL_6287	THCA_1206	CESC_28513	ACC_69376	PCPG_16358	TGCT_63853	CESC_3058
BRCA_175289	TGCT_61547	UCEC_11838	STAD_73148	TGCT_45564	TGCT_28059	PRAD_109613	LGG_12512	LIHC_26371	LUAD_71856	TGCT_35459	MESO_35517	LGG_45911	PRAD_26473	CESC_41693	PCPG_52026	KIRC_9062	COAD_26145	TGCT_65407	THCA_67639	CESC_13937	SKCM_34273	GBM_14797	GBM_41030	CESC_8673
STAD_99248	STAD_101706	CHOL_3689	STAD_73160	ACC_59959	GBM_34831	PRAD_101106	SKCM_56804	LIHC_87078	CESC_38841	STAD_57046	BRCA_95059	LGG_51649	BRCA_100385	BLCA_95565	PCPG_10282	KIRC_21181	COAD_81963	LGG_23921	THCA_72672	CESC_37269	ACC_7657	TGCT_16274	GBM_68255	COAD_23426
BRCA_175281	CESC_46482	CESC_5826	ESCA_77354	TGCT_47034	CESC_24743	PRAD_79842	SKCM_88118	LIHC_113644	LUAD_76417	CHOL_31827	ESCA_64819	LGG_45922	BRCA_98671	BLCA_56432	TGCT_12958	KIRC_20695	COAD_51105	UCEC_47618	THCA_15973	LUSC_84110	CESC_19285	TGCT_14203	KIRC_92856	CESC_44646
STAD_99601	LGG_69625	CHOL_4206	STAD_73248	GBM_49389	HNSC_40756	PRAD_12701	SKCM_67956	LIHC_99754	LUAD_101531	ACC_43501	CHOL_30375	LGG_62546	PRAD_11164	BLCA_90563	PCPG_58051	KIRC_80127	STAD_64926	BRCA_116863	GBM_37887	CESC_5400	ACC_24123	CESC_11984	PRAD_89421	COAD_45503
BRCA_175227	KIRP_119623	CHOL_4371	HNSC_58501	TGCT_45816	TGCT_30156	PRAD_110205	SKCM_97519	THCA_76637	LUAD_101145	TGCT_35722	ESCA_56442	LGG_40611	BRCA_100565	BLCA_52723	PCPG_62468	THCA_91988	COAD_11941	BRCA_151945	THCA_62107	CESC_14241	ACC_65177	CESC_11793	GBM_68075	CHOL_16911
BRCA_176067	MESO_65671	CHOL_5127	ESCA_77884	CHOL_52448	TGCT_31810	PRAD_93128	SKCM_80029	LIHC_70236	HNSC_79171	SKCM_53523	MESO_28274	LGG_72408	BRCA_100737	CESC_41929	PCPG_16972	KIRP_129231	COAD_84184	BRCA_104062	THCA_16030	CESC_26731	ACC_48665	MESO_15304	CESC_308	CESC_27824
BRCA_176068	KIRP_117536	CHOL_7244	HNSC_58160	TGCT_64523	STAD_46404	PRAD_45830	SKCM_98898	LIHC_94017	STAD_58609	LUAD_64555	UCEC_49820	LGG_39468	BRCA_17212	BLCA_61734	PCPG_52098	KIRP_67541	COAD_84726	UCEC_66781	THCA_9526	CESC_15515	KIRC_26944	BLCA_11529	LGG_79645	CESC_47595
BRCA_176313	TGCT_61786	TGCT_7273	ESCA_77680	CESC_35996	KIRC_38230	PRAD_2777	SKCM_31579	LIHC_60285	LUAD_77823	PCPG_38913	ESCA_56486	GBM_48674	BRCA_3835	BLCA_63574	PCPG_29019	ACC_65017	COAD_114175	UCEC_10511	THCA_59526	LUSC_29724	ACC_24538	CESC_12368	CESC_458	CHOL_38050
BRCA_175490	TGCT_62595	CHOL_6480	SKCM_64420	TGCT_65466	HNSC_40303	PRAD_66065	SKCM_52484	LIHC_64128	LUAD_68043	CHOL_32138	ESCA_64643	GBM_72391	BRCA_57668	ACC_49632	PCPG_24693	KIRP_60525	COAD_36386	BRCA_85737	THCA_12769	LUSC_106763	ACC_81556	GBM_31791	CESC_56048	TGCT_18691
BRCA_175194	SKCM_88147	CHOL_5427	ESCA_76651	HNSC_12290	ESCA_52623	PRAD_66913	SKCM_97294	LIHC_63237	LUAD_101211	PRAD_51688	ESCA_64232	LGG_63092	BRCA_158594	CESC_41648	PCPG_10011	KIRP_119468	COAD_43784	CESC_49454	MESO_13165	ESCA_57621	KIRC_30252	BLCA_18871	CESC_44526	ACC_18886
